Accession,Source Type,Source Date,Geography,Is Origin?,Elevation (meters),Latitude,Longitude,Uncertainty,Taxon
PI 511138,Collection source event,,Yemen,Y,325,16.01666667,43.3,2000,Sorghum bicolor subsp. bicolor
PI 511139,Collection source event,,Yemen,Y,200,16,43.2,2000,Sorghum bicolor subsp. bicolor
PI 511140,Collection source event,,Yemen,Y,2500,14.73333333,44.2,2000,Sorghum bicolor subsp. bicolor
PI 511141,Collection source event,,Yemen,Y,860,13.58333333,43.81666667,2000,Sorghum bicolor subsp. bicolor
PI 511142,Collection source event,,Yemen,Y,10,13.8,43.25,2000,Sorghum bicolor subsp. bicolor
PI 511143,Collection source event,,Yemen,Y,10,13.8,43.25,2000,Sorghum bicolor subsp. bicolor
PI 511144,Collection source event,,Yemen,Y,10,13.8,43.25,2000,Sorghum bicolor subsp. bicolor
PI 511145,Collection source event,,Yemen,Y,100,14.2,43.31666667,2000,Sorghum bicolor subsp. bicolor
PI 511146,Collection source event,,Yemen,Y,170,14.51666667,43.33333333,2000,Sorghum bicolor subsp. bicolor
PI 511147,Collection source event,,Yemen,Y,170,14.51666667,43.33333333,2000,Sorghum bicolor subsp. bicolor
PI 511148,Collection source event,,Yemen,Y,170,14.51666667,43.33333333,2000,Sorghum bicolor subsp. bicolor
PI 511149,Collection source event,,Yemen,Y,200,14.68333333,43.3,2000,Sorghum bicolor subsp. bicolor
PI 511150,Collection source event,,Yemen,Y,200,14.68333333,43.3,2000,Sorghum bicolor subsp. bicolor
PI 511151,Collection source event,,Yemen,Y,125,14.35,43.33333333,2000,Sorghum bicolor subsp. bicolor
PI 511152,Collection source event,,Yemen,Y,125,14.35,43.33333333,2000,Sorghum bicolor subsp. bicolor
PI 511153,Collection source event,,Yemen,Y,125,14.35,43.33333333,2000,Sorghum bicolor subsp. bicolor
PI 511154,Collection source event,,Yemen,Y,190,14.13333333,43.4,2000,Sorghum bicolor subsp. bicolor
PI 511155,Collection source event,,Yemen,Y,190,14.13333333,43.4,2000,Sorghum bicolor subsp. bicolor
PI 511156,Collection source event,,Yemen,Y,2600,15.75,43.86666667,2000,Sorghum bicolor subsp. bicolor
PI 511157,Collection source event,,Yemen,Y,2300,15.76666667,43.81666667,2000,Sorghum bicolor subsp. bicolor
PI 511159,Collection source event,,Yemen,Y,1050,15.63333333,43.5,2000,Sorghum bicolor subsp. bicolor
PI 511160,Collection source event,,Yemen,Y,1050,15.63333333,43.5,2000,Sorghum bicolor subsp. bicolor
PI 511162,Collection source event,,Yemen,Y,1050,15.63333333,43.5,2000,Sorghum bicolor subsp. bicolor
PI 511163,Collection source event,,Yemen,Y,1050,15.63333333,43.5,2000,Sorghum bicolor subsp. bicolor
PI 511164,Collection source event,,Yemen,Y,1050,15.63333333,43.5,2000,Sorghum bicolor subsp. bicolor
PI 511166,Collection source event,,Yemen,Y,1050,15.63333333,43.5,2000,Sorghum bicolor subsp. bicolor
PI 511167,Collection source event,,Yemen,Y,1470,16.26666667,44.08333333,2000,Sorghum bicolor subsp. bicolor
PI 511168,Collection source event,,Yemen,Y,1470,16.26666667,44.08333333,2000,Sorghum bicolor subsp. bicolor
PI 511170,Collection source event,,Yemen,Y,460,14.98333333,43.05,2000,Sorghum bicolor subsp. bicolor
PI 511171,Collection source event,,Yemen,Y,460,14.98333333,43.05,2000,Sorghum bicolor subsp. bicolor
PI 511173,Collection source event,,Yemen,Y,1830,14.6,43.88333333,2000,Sorghum bicolor subsp. bicolor
PI 511174,Collection source event,,Yemen,Y,1830,14.6,43.88333333,2000,Sorghum bicolor subsp. bicolor
PI 511175,Collection source event,,Yemen,Y,1200,14.6,43.95,2000,Sorghum bicolor subsp. bicolor
PI 511177,Collection source event,,Yemen,Y,580,14.03333333,43.16666667,2000,Sorghum bicolor subsp. bicolor
PI 511178,Collection source event,,Yemen,Y,2240,13.96666667,44.1,2000,Sorghum bicolor subsp. bicolor
PI 511179,Collection source event,,Yemen,Y,2240,13.96666667,44.1,2000,Sorghum bicolor subsp. bicolor
PI 511181,Collection source event,,Yemen,Y,1380,16.6,44.25,2000,Sorghum bicolor subsp. bicolor
PI 511182,Collection source event,,Yemen,Y,1380,16.6,44.25,2000,Sorghum bicolor subsp. bicolor
PI 511184,Collection source event,,Yemen,Y,2000,16.7,44.41666667,2000,Sorghum bicolor subsp. bicolor
PI 511185,Collection source event,,Yemen,Y,2000,16.71666667,44.31666667,2000,Sorghum bicolor subsp. bicolor
PI 511186,Collection source event,,Yemen,Y,2000,16.71666667,44.31666667,2000,Sorghum bicolor subsp. bicolor
PI 511187,Collection source event,,Yemen,Y,2400,14.71666667,44.33333333,2000,Sorghum bicolor subsp. bicolor
PI 511188,Collection source event,,Yemen,Y,2400,14.71666667,44.33333333,2000,Sorghum bicolor subsp. bicolor
PI 511189,Collection source event,,Yemen,Y,2400,14.71666667,44.33333333,2000,Sorghum bicolor subsp. bicolor
PI 511190,Collection source event,,Yemen,Y,2400,14.71666667,44.33333333,2000,Sorghum bicolor subsp. bicolor
PI 511191,Collection source event,,Yemen,Y,2400,14.71666667,44.33333333,2000,Sorghum bicolor subsp. bicolor
PI 511192,Collection source event,,Yemen,Y,2400,14.71666667,44.33333333,2000,Sorghum bicolor subsp. bicolor
PI 511193,Collection source event,,Yemen,Y,2250,15.65,44.18333333,2000,Sorghum bicolor subsp. bicolor
PI 511194,Collection source event,,Yemen,Y,1570,14.08333333,44.16666667,2000,Sorghum bicolor subsp. bicolor
PI 511195,Collection source event,,Yemen,Y,1570,14.08333333,44.16666667,2000,Sorghum bicolor subsp. bicolor
PI 512014,Collection source event,11/16/1985,Mexico,Y,1625,28.41666667,-108.5,2000,Sorghum bicolor subsp. bicolor
PI 521833,Collection source event,3/26/1979,Malawi,Y,,-11.71,33.63,,Sorghum bicolor subsp. bicolor
PI 524514,Collection source event,1977,Sudan,Y,,-14.2,26.46666667,2000,Sorghum bicolor subsp. bicolor
PI 524520,Collection source event,1977,Sudan,Y,,-14.2,22.4,2000,Sorghum bicolor subsp. bicolor
PI 524522,Collection source event,1977,Sudan,Y,,-14.2,22.4,2000,Sorghum bicolor subsp. bicolor
PI 524528,Collection source event,1977,Sudan,Y,,-14.2,22.4,2000,Sorghum bicolor subsp. bicolor
PI 524529,Collection source event,1977,Sudan,Y,,-14.2,22.4,2000,Sorghum bicolor subsp. bicolor
PI 524537,Collection source event,1977,Sudan,Y,,-14.2,22.4,2000,Sorghum bicolor subsp. bicolor
PI 524547,Collection source event,1977,Sudan,Y,,14.2,24.43333333,2000,Sorghum bicolor subsp. bicolor
PI 524553,Collection source event,1977,Sudan,Y,,-12.16666667,24.43333333,2000,Sorghum bicolor subsp. bicolor
PI 524562,Collection source event,1977,Sudan,Y,,-12.16666667,-24.43333333,2000,Sorghum bicolor subsp. bicolor
PI 524569,Collection source event,1977,Sudan,Y,,14.2,30.53333333,2000,Sorghum bicolor subsp. bicolor
PI 524570,Collection source event,1977,Sudan,Y,,14.2,28.5,2000,Sorghum bicolor subsp. bicolor
PI 524599,Collection source event,1977,Sudan,Y,,14.2,28.5,2000,Sorghum bicolor subsp. bicolor
PI 524604,Collection source event,1977,Sudan,Y,,12.16666667,28.5,2000,Sorghum bicolor subsp. bicolor
PI 524615,Collection source event,1977,Sudan,Y,,12.16666667,28.5,2000,Sorghum bicolor subsp. bicolor
PI 524619,Collection source event,1977,Sudan,Y,,12.16666667,28.5,2000,Sorghum bicolor subsp. bicolor
PI 524620,Collection source event,1977,Sudan,Y,,12.16666667,30.53333333,2000,Sorghum bicolor subsp. bicolor
PI 524621,Collection source event,1977,Sudan,Y,,12.16666667,28.5,2000,Sorghum bicolor subsp. bicolor
PI 524630,Collection source event,1977,Sudan,Y,,12.16666667,30.53333333,2000,Sorghum bicolor subsp. bicolor
PI 524660,Collection source event,1977,Sudan,Y,,12.16666667,30.53333333,2000,Sorghum bicolor subsp. bicolor
PI 524666,Collection source event,1977,Sudan,Y,,12.16666667,30.53333333,2000,Sorghum bicolor subsp. bicolor
PI 524690,Collection source event,1977,Sudan,Y,,12.16666667,30.53333333,2000,Sorghum bicolor subsp. bicolor
PI 524694,Collection source event,1977,Sudan,Y,,14.2,30.53333333,2000,Sorghum bicolor subsp. bicolor
PI 524700,Collection source event,1977,Sudan,Y,,14.2,30.53333333,2000,Sorghum bicolor subsp. bicolor
PI 526595,Collection source event,3/28/1985,Zimbabwe,Y,380,-20.3,32.45,2000,Sorghum bicolor subsp. bicolor
PI 526598,Collection source event,3/28/1985,Zimbabwe,Y,400,-20.33333333,32.48333333,2000,Sorghum bicolor subsp. bicolor
PI 526599,Collection source event,3/28/1985,Zimbabwe,Y,400,-20.33333333,32.48333333,2000,Sorghum bicolor subsp. bicolor
PI 526600,Collection source event,3/28/1985,Zimbabwe,Y,400,-20.33333333,32.48333333,2000,Sorghum bicolor subsp. bicolor
PI 526601,Collection source event,3/28/1985,Zimbabwe,Y,400,-20.33333333,32.48333333,2000,Sorghum bicolor subsp. bicolor
PI 526602,Collection source event,3/28/1985,Zimbabwe,Y,400,-20.33333333,32.48333333,2000,Sorghum bicolor subsp. bicolor
PI 526603,Collection source event,3/28/1985,Zimbabwe,Y,400,-20.33333333,32.48333333,2000,Sorghum bicolor subsp. bicolor
PI 526604,Collection source event,3/28/1985,Zimbabwe,Y,400,-20.33333333,32.48333333,2000,Sorghum bicolor subsp. bicolor
PI 526605,Collection source event,3/28/1985,Zimbabwe,Y,1100,-20.03333333,32.26666667,2000,Sorghum bicolor subsp. bicolor
PI 526606,Collection source event,3/28/1985,Zimbabwe,Y,1100,-20.03333333,32.26666667,2000,Sorghum bicolor subsp. bicolor
PI 526607,Collection source event,3/28/1985,Zimbabwe,Y,1150,-19.91666667,32.33333333,2000,Sorghum bicolor subsp. bicolor
PI 526608,Collection source event,3/28/1985,Zimbabwe,Y,1150,-19.91666667,32.33333333,2000,Sorghum bicolor subsp. bicolor
PI 526609,Collection source event,3/28/1985,Zimbabwe,Y,1150,-19.91666667,32.33333333,2000,Sorghum bicolor subsp. bicolor
PI 526611,Collection source event,3/28/1985,Zimbabwe,Y,1150,-19.91666667,32.33333333,2000,Sorghum bicolor subsp. bicolor
PI 526612,Collection source event,3/29/1985,Zimbabwe,Y,1300,-19.5,31.8,2000,Sorghum bicolor subsp. bicolor
PI 526613,Collection source event,3/29/1985,Zimbabwe,Y,1300,-19.5,31.8,2000,Sorghum bicolor subsp. bicolor
PI 526615,Collection source event,3/29/1985,Zimbabwe,Y,1250,-19.41666667,31.58333333,2000,Sorghum bicolor subsp. bicolor
PI 526616,Collection source event,3/29/1985,Zimbabwe,Y,1200,-19.33333333,31.45,2000,Sorghum bicolor subsp. bicolor
PI 526617,Collection source event,3/29/1985,Zimbabwe,Y,1050,-19.38333333,31.45,2000,Sorghum bicolor subsp. bicolor
PI 526619,Collection source event,3/29/1985,Zimbabwe,Y,900,-19.71666667,31.8,2000,Sorghum bicolor subsp. bicolor
PI 526620,Collection source event,3/29/1985,Zimbabwe,Y,900,-19.71666667,31.8,2000,Sorghum bicolor subsp. bicolor
PI 526621,Collection source event,3/29/1985,Zimbabwe,Y,900,-19.63333333,31.58333333,2000,Sorghum bicolor subsp. bicolor
PI 526623,Collection source event,3/29/1985,Zimbabwe,Y,900,-19.5,31.63333333,2000,Sorghum bicolor subsp. bicolor
PI 526624,Collection source event,3/29/1985,Zimbabwe,Y,900,-19.5,31.63333333,2000,Sorghum bicolor subsp. bicolor
PI 526625,Collection source event,3/29/1985,Zimbabwe,Y,1100,-19.28333333,31.88333333,2000,Sorghum bicolor subsp. bicolor
PI 526627,Collection source event,3/29/1985,Zimbabwe,Y,1000,-19.28333333,31.88333333,2000,Sorghum bicolor subsp. bicolor
PI 526628,Collection source event,3/29/1985,Zimbabwe,Y,1000,-19.28333333,31.88333333,2000,Sorghum bicolor subsp. bicolor
PI 526629,Collection source event,3/29/1985,Zimbabwe,Y,800,-19.91666667,32.33333333,2000,Sorghum bicolor subsp. bicolor
PI 526631,Collection source event,3/29/1985,Zimbabwe,Y,520,-19.43333333,31.75,2000,Sorghum bicolor subsp. bicolor
PI 526632,Collection source event,3/29/1985,Zimbabwe,Y,520,-19.43333333,31.75,2000,Sorghum bicolor subsp. bicolor
PI 526633,Collection source event,3/29/1985,Zimbabwe,Y,480,-19.1,31.75,2000,Sorghum bicolor subsp. bicolor
PI 526635,Collection source event,3/29/1985,Zimbabwe,Y,480,-19.43333333,31.75,2000,Sorghum bicolor subsp. bicolor
PI 526636,Collection source event,3/29/1985,Zimbabwe,Y,480,-19.43333333,31.75,2000,Sorghum bicolor subsp. bicolor
PI 526637,Collection source event,3/29/1985,Zimbabwe,Y,450,-19.46666667,31.75,2000,Sorghum bicolor subsp. bicolor
PI 526638,Collection source event,3/29/1985,Zimbabwe,Y,450,-19.46666667,31.75,2000,Sorghum bicolor subsp. bicolor
PI 526639,Collection source event,3/29/1985,Zimbabwe,Y,470,-19.46666667,31.75,2000,Sorghum bicolor subsp. bicolor
PI 526640,Collection source event,3/29/1985,Zimbabwe,Y,470,-19.46666667,31.75,2000,Sorghum bicolor subsp. bicolor
PI 526641,Collection source event,3/29/1985,Zimbabwe,Y,470,-19.46666667,31.75,2000,Sorghum bicolor subsp. bicolor
PI 526642,Collection source event,3/29/1985,Zimbabwe,Y,420,-19.46666667,31.75,2000,Sorghum bicolor subsp. bicolor
PI 526643,Collection source event,3/29/1985,Zimbabwe,Y,420,-19.46666667,31.75,2000,Sorghum bicolor subsp. bicolor
PI 526644,Collection source event,3/29/1985,Zimbabwe,Y,420,-19.46666667,31.75,2000,Sorghum bicolor subsp. bicolor
PI 526645,Collection source event,3/29/1985,Zimbabwe,Y,420,-19.46666667,31.75,2000,Sorghum bicolor subsp. bicolor
PI 526646,Collection source event,3/29/1985,Zimbabwe,Y,400,-19.46666667,31.83333333,2000,Sorghum bicolor subsp. bicolor
PI 526647,Collection source event,3/30/1985,Zimbabwe,Y,375,-19.46666667,31.83333333,2000,Sorghum bicolor subsp. bicolor
PI 526648,Collection source event,3/30/1985,Zimbabwe,Y,375,-19.46666667,31.83333333,2000,Sorghum bicolor subsp. bicolor
PI 526649,Collection source event,3/31/1985,Zimbabwe,Y,375,-19.46666667,31.83333333,2000,Sorghum bicolor subsp. bicolor
PI 526650,Collection source event,3/31/1985,Zimbabwe,Y,460,-19.46666667,31.83333333,2000,Sorghum bicolor subsp. bicolor
PI 526651,Collection source event,3/31/1985,Zimbabwe,Y,460,-20.75,30.75,2000,Sorghum bicolor subsp. bicolor
PI 526652,Collection source event,3/31/1985,Zimbabwe,Y,600,-20.75,30.75,2000,Sorghum bicolor subsp. bicolor
PI 526653,Collection source event,3/31/1985,Zimbabwe,Y,550,-20.9,30.75,2000,Sorghum bicolor subsp. bicolor
PI 526654,Collection source event,3/31/1985,Zimbabwe,Y,550,-20.9,30.75,2000,Sorghum bicolor subsp. bicolor
PI 526655,Collection source event,3/31/1985,Zimbabwe,Y,550,-20.9,30.75,2000,Sorghum bicolor subsp. bicolor
PI 526656,Collection source event,3/31/1985,Zimbabwe,Y,550,-20.9,30.75,2000,Sorghum bicolor subsp. bicolor
PI 526657,Collection source event,3/31/1985,Zimbabwe,Y,550,-20.9,30.75,2000,Sorghum bicolor subsp. bicolor
PI 526658,Collection source event,3/31/1985,Zimbabwe,Y,580,-20.93333333,30.63333333,2000,Sorghum bicolor subsp. bicolor
PI 526660,Collection source event,3/31/1985,Zimbabwe,Y,600,-20.93333333,30.63333333,2000,Sorghum bicolor subsp. bicolor
PI 526661,Collection source event,3/31/1985,Zimbabwe,Y,600,-20.93333333,30.63333333,2000,Sorghum bicolor subsp. bicolor
PI 526662,Collection source event,3/31/1985,Zimbabwe,Y,600,-20.93333333,30.63333333,2000,Sorghum bicolor subsp. bicolor
PI 526664,Collection source event,3/31/1985,Zimbabwe,Y,900,-20.33333333,30.08333333,2000,Sorghum bicolor subsp. bicolor
PI 526665,Collection source event,3/31/1985,Zimbabwe,Y,900,-20.33333333,30.08333333,2000,Sorghum bicolor subsp. bicolor
PI 526666,Collection source event,3/31/1985,Zimbabwe,Y,900,-20.33333333,30.08333333,2000,Sorghum bicolor subsp. bicolor
PI 526668,Collection source event,3/31/1985,Zimbabwe,Y,950,-20.33333333,30.08333333,2000,Sorghum bicolor subsp. bicolor
PI 526669,Collection source event,3/31/1985,Zimbabwe,Y,950,-20.33333333,30.08333333,2000,Sorghum bicolor subsp. bicolor
PI 526670,Collection source event,3/31/1985,Zimbabwe,Y,950,-20.33333333,30.08333333,2000,Sorghum bicolor subsp. bicolor
PI 526672,Collection source event,3/31/1985,Zimbabwe,Y,950,-20.33333333,30.08333333,2000,Sorghum bicolor subsp. bicolor
PI 526673,Collection source event,3/31/1985,Zimbabwe,Y,950,-20.33333333,30.08333333,2000,Sorghum bicolor subsp. bicolor
PI 526674,Collection source event,3/31/1985,Zimbabwe,Y,950,-20.33333333,30.08333333,2000,Sorghum bicolor subsp. bicolor
PI 526676,Collection source event,4/1/1985,Zimbabwe,Y,1100,-20.25,31.05,2000,Sorghum bicolor subsp. bicolor
PI 526677,Collection source event,4/1/1985,Zimbabwe,Y,1350,-19.63333333,31.21666667,2000,Sorghum bicolor subsp. bicolor
PI 526678,Collection source event,4/1/1985,Zimbabwe,Y,1350,-19.71666667,31.8,2000,Sorghum bicolor subsp. bicolor
PI 526680,Collection source event,4/2/1985,Zimbabwe,Y,1350,-19.71666667,31.8,2000,Sorghum bicolor subsp. bicolor
PI 526681,Collection source event,4/2/1985,Zimbabwe,Y,1350,-18.7,32.16666667,2000,Sorghum bicolor subsp. bicolor
PI 526682,Collection source event,4/2/1985,Zimbabwe,Y,1350,-18.7,32.16666667,2000,Sorghum bicolor subsp. bicolor
PI 526683,Collection source event,4/2/1985,Zimbabwe,Y,1345,-19.71666667,31.8,2000,Sorghum bicolor subsp. bicolor
PI 526684,Collection source event,4/2/1985,Zimbabwe,Y,1345,-19.71666667,31.75,2000,Sorghum bicolor subsp. bicolor
PI 526685,Collection source event,4/2/1985,Zimbabwe,Y,1345,-19.71666667,31.8,2000,Sorghum bicolor subsp. bicolor
PI 526686,Collection source event,4/1/1985,Zimbabwe,Y,1345,-19.71666667,31.8,2000,Sorghum bicolor subsp. bicolor
PI 526687,Collection source event,4/2/1985,Zimbabwe,Y,1350,-19.71666667,31.8,2000,Sorghum bicolor subsp. bicolor
PI 526688,Collection source event,4/2/1985,Zimbabwe,Y,1350,-19.71666667,31.8,2000,Sorghum bicolor subsp. bicolor
PI 526689,Collection source event,4/2/1985,Zimbabwe,Y,1350,-19.71666667,31.8,2000,Sorghum bicolor subsp. bicolor
PI 526690,Collection source event,4/2/1985,Zimbabwe,Y,1350,-19.71666667,31.8,2000,Sorghum bicolor subsp. bicolor
PI 526691,Collection source event,4/2/1985,Zimbabwe,Y,1350,-19.71666667,31.8,2000,Sorghum bicolor subsp. bicolor
PI 526692,Collection source event,4/2/1985,Zimbabwe,Y,1350,-19.71666667,31.8,2000,Sorghum bicolor subsp. bicolor
PI 526693,Collection source event,4/2/1985,Zimbabwe,Y,1350,-19.71666667,31.8,2000,Sorghum bicolor subsp. bicolor
PI 526694,Collection source event,4/2/1985,Zimbabwe,Y,1350,-19.71666667,31.8,2000,Sorghum bicolor subsp. bicolor
PI 526695,Collection source event,4/2/1985,Zimbabwe,Y,430,-21.03333333,31.51666667,2000,Sorghum bicolor subsp. bicolor
PI 526696,Collection source event,4/2/1985,Zimbabwe,Y,430,-21.03333333,31.51666667,2000,Sorghum bicolor subsp. bicolor
PI 526697,Collection source event,4/5/1985,Zimbabwe,Y,1400,-17.83333333,31.25,2000,Sorghum bicolor subsp. bicolor
PI 526698,Collection source event,4/5/1985,Zimbabwe,Y,1400,-17.83333333,31.25,2000,Sorghum bicolor subsp. bicolor
PI 526699,Collection source event,4/5/1985,Zimbabwe,Y,1400,-17.83333333,31.25,2000,Sorghum bicolor subsp. bicolor
PI 526700,Collection source event,4/5/1985,Zimbabwe,Y,1400,-17.83333333,31.25,2000,Sorghum bicolor subsp. bicolor
PI 526701,Collection source event,4/5/1985,Zimbabwe,Y,1400,-17.83333333,31.25,2000,Sorghum bicolor subsp. bicolor
PI 526702,Collection source event,4/5/1985,Zimbabwe,Y,1400,-17.83333333,31.25,2000,Sorghum bicolor subsp. bicolor
PI 526703,Collection source event,4/5/1985,Zimbabwe,Y,1320,-17.96666667,31.33333333,2000,Sorghum bicolor subsp. bicolor
PI 526704,Collection source event,4/5/1985,Zimbabwe,Y,1320,-17.96666667,31.33333333,2000,Sorghum bicolor subsp. bicolor
PI 526706,Collection source event,4/5/1985,Zimbabwe,Y,1320,-17.96666667,31.33333333,2000,Sorghum bicolor subsp. bicolor
PI 526707,Collection source event,4/5/1985,Zimbabwe,Y,1320,-17.96666667,31.33333333,2000,Sorghum bicolor subsp. bicolor
PI 526708,Collection source event,4/5/1985,Zimbabwe,Y,1320,-17.96666667,31.33333333,2000,Sorghum bicolor subsp. bicolor
PI 526710,Collection source event,4/5/1985,Zimbabwe,Y,1400,-18.53333333,32.16666667,2000,Sorghum bicolor subsp. bicolor
PI 526711,Collection source event,4/5/1985,Zimbabwe,Y,1400,-18.53333333,32.16666667,2000,Sorghum bicolor subsp. bicolor
PI 526712,Collection source event,4/5/1985,Zimbabwe,Y,1400,-18.53333333,32.16666667,2000,Sorghum bicolor subsp. bicolor
PI 526714,Collection source event,4/5/1985,Zimbabwe,Y,1400,-18.53333333,32.16666667,2000,Sorghum bicolor subsp. bicolor
PI 526715,Collection source event,4/5/1985,Zimbabwe,Y,1350,-19.08333333,32.63333333,2000,Sorghum bicolor subsp. bicolor
PI 526716,Collection source event,4/5/1985,Zimbabwe,Y,1350,-19.08333333,32.63333333,2000,Sorghum bicolor subsp. bicolor
PI 526718,Collection source event,4/5/1985,Zimbabwe,Y,1350,-19.08333333,32.63333333,2000,Sorghum bicolor subsp. bicolor
PI 526719,Collection source event,4/5/1985,Zimbabwe,Y,1350,-19.08333333,32.63333333,2000,Sorghum bicolor subsp. bicolor
PI 526720,Collection source event,4/5/1985,Zimbabwe,Y,1350,-19.08333333,32.63333333,2000,Sorghum bicolor subsp. bicolor
PI 526722,Collection source event,4/6/1985,Zimbabwe,Y,1300,-19.3,32.58333333,2000,Sorghum bicolor subsp. bicolor
PI 526723,Collection source event,4/6/1985,Zimbabwe,Y,1300,-19.3,32.58333333,2000,Sorghum bicolor subsp. bicolor
PI 526724,Collection source event,4/6/1985,Zimbabwe,Y,1300,-19.3,32.58333333,2000,Sorghum bicolor subsp. bicolor
PI 526726,Collection source event,4/6/1985,Zimbabwe,Y,1300,-19.3,32.58333333,2000,Sorghum bicolor subsp. bicolor
PI 526727,Collection source event,4/6/1985,Zimbabwe,Y,1400,-19.63333333,32.5,2000,Sorghum bicolor subsp. bicolor
